store_id,store_name,store_number,format,address,city,state,postal_code,country,region,open_date,close_date,sq_ft
1840,Croma Express Udaipur #1840,1840,Express,4285 High Street,Udaipur,Rajasthan,278402,India,India,2018-10-30,,13129
10343,Croma Metro Delhi #10343,10343,Metro,9772 Station Road,Delhi,Delhi,798602,India,India,2024-10-04,,13176
6944,Croma Express Thane #6944,6944,Express,2632 Station Road,Thane,Maharashtra,608709,India,India,2021-05-08,,8966
3257,Croma Express Bhopal #3257,3257,Express,6078 MG Road,Bhopal,Madhya Pradesh,115266,India,India,2021-04-18,,19376
3136,Croma High Street Panaji #3136,3136,High Street,7547 Station Road,Panaji,Goa,713503,India,India,2018-11-06,,25040
5088,Croma Express Patna #5088,5088,Express,5888 Ring Road,Patna,Bihar,679113,India,India,2025-02-15,,20001
6461,Croma High Street Warangal #6461,6461,High Street,7406 Main Bazaar,Warangal,Telangana,776750,India,India,2021-02-28,,8414
2591,Croma High Street Panipat #2591,2591,High Street,470 Mall Road,Panipat,Haryana,154789,India,India,2024-11-10,,23448
5111,Croma High Street Tiruchirappalli #5111,5111,High Street,1725 High Street,Tiruchirappalli,Tamil Nadu,134928,India,India,2018-06-23,,3419
6016,Croma Metro Delhi #6016,6016,Metro,7628 High Street,Delhi,Delhi,356647,India,India,2025-04-08,,13411
7523,Croma Express Mumbai #7523,7523,Express,4714 Mall Road,Mumbai,Maharashtra,167090,India,India,2020-05-11,,29455
9024,Croma Express Panipat #9024,9024,Express,2860 High Street,Panipat,Haryana,485544,India,India,2023-10-19,2024-09-01,21318
179,Croma Kiosk Puducherry #179,179,Kiosk,8258 Ring Road,Puducherry,Puducherry,237685,India,India,2024-11-13,,28789
1405,Croma Mall Tirupati #1405,1405,Mall,5232 Ring Road,Tirupati,Andhra Pradesh,345026,India,India,2025-06-08,,3321
8828,Croma Express Delhi #8828,8828,Express,1904 Mall Road,Delhi,Delhi,699650,India,India,2019-06-27,,23464
5746,Croma Express Haridwar #5746,5746,Express,9037 Mall Road,Haridwar,Uttarakhand,787282,India,India,2023-09-05,,9500
8747,Croma Kiosk New Delhi #8747,8747,Kiosk,503 MG Road,New Delhi,Delhi,508256,India,India,2019-09-21,,16217
6882,Croma Metro Dibrugarh #6882,6882,Metro,6100 Station Road,Dibrugarh,Assam,477183,India,India,2023-07-30,,26101
10313,Croma Flagship Chandigarh #10313,10313,Flagship,2544 Mall Road,Chandigarh,Chandigarh,739970,India,India,2018-03-10,2024-06-28,19682
3677,Croma Metro Gaya #3677,3677,Metro,9191 Ring Road,Gaya,Bihar,761179,India,India,2019-03-17,,4737
4865,Croma Flagship Gaya #4865,4865,Flagship,6263 Ring Road,Gaya,Bihar,499552,India,India,2019-09-19,,14266
9054,Croma Outlet Gaya #9054,9054,Outlet,1022 Mall Road,Gaya,Bihar,260970,India,India,2018-06-21,,2978
5194,Croma Outlet New Delhi #5194,5194,Outlet,5274 Main Bazaar,New Delhi,Delhi,503983,India,India,2024-04-30,,15729
506,Croma Express Amritsar #506,506,Express,4939 High Street,Amritsar,Punjab,737478,India,India,2023-09-23,,12400
11933,Croma High Street Patna #11933,11933,High Street,8737 Station Road,Patna,Bihar,491618,India,India,2021-10-05,,21926
6537,Croma Metro Panaji #6537,6537,Metro,6170 Main Bazaar,Panaji,Goa,725392,India,India,2018-09-03,,2333
11673,Croma High Street Rourkela #11673,11673,High Street,2293 Station Road,Rourkela,Odisha,311173,India,India,2020-05-07,,24613
1540,Croma Airport Faridabad #1540,1540,Airport,6804 Mall Road,Faridabad,Haryana,810091,India,India,2019-03-26,,8223
5735,Croma Metro Silchar #5735,5735,Metro,5540 Main Bazaar,Silchar,Assam,582909,India,India,2024-05-27,,6309
8414,Croma High Street Rajkot #8414,8414,High Street,6087 Main Bazaar,Rajkot,Gujarat,483008,India,India,2025-01-03,,3304
4306,Croma High Street Solan #4306,4306,High Street,8524 Ring Road,Solan,Himachal Pradesh,436370,India,India,2022-04-19,,27689
9773,Croma Mall Margao #9773,9773,Mall,1513 Main Bazaar,Margao,Goa,833930,India,India,2022-07-06,,25897
11213,Croma Flagship Gurugram #11213,11213,Flagship,1832 Station Road,Gurugram,Haryana,316924,India,India,2018-06-07,,22254
3797,Croma Flagship Ghaziabad #3797,3797,Flagship,4224 Main Bazaar,Ghaziabad,Uttar Pradesh,720210,India,India,2019-08-24,,26199
7682,Croma Kiosk Visakhapatnam #7682,7682,Kiosk,8538 High Street,Visakhapatnam,Andhra Pradesh,477815,India,India,2018-03-12,,25895
11413,Croma Metro Jalandhar #11413,11413,Metro,7408 Station Road,Jalandhar,Punjab,561347,India,India,2023-07-02,,2849
644,Croma High Street Delhi #644,644,High Street,7142 Mall Road,Delhi,Delhi,403644,India,India,2020-03-14,,22024
1034,Croma Metro Rajkot #1034,1034,Metro,1420 Station Road,Rajkot,Gujarat,707724,India,India,2022-05-09,,8082
2336,Croma Metro Kanpur #2336,2336,Metro,7931 Main Bazaar,Kanpur,Uttar Pradesh,748009,India,India,2021-11-23,,10366
8589,Croma Outlet Rourkela #8589,8589,Outlet,767 High Street,Rourkela,Odisha,583339,India,India,2018-10-07,,19595
1055,Croma Express Kochi #1055,1055,Express,8221 High Street,Kochi,Kerala,600405,India,India,2018-11-12,,5932
8840,Croma Express Nizamabad #8840,8840,Express,4069 MG Road,Nizamabad,Telangana,224917,India,India,2023-06-01,,24767
5985,Croma Kiosk Haridwar #5985,5985,Kiosk,3455 Ring Road,Haridwar,Uttarakhand,360181,India,India,2021-10-26,,11828
955,Croma Express Rajkot #955,955,Express,1421 Station Road,Rajkot,Gujarat,230258,India,India,2019-08-18,,29283
431,Croma Airport Gaya #431,431,Airport,704 High Street,Gaya,Bihar,119919,India,India,2025-02-27,,15583
2652,Croma Airport Chandigarh #2652,2652,Airport,7296 MG Road,Chandigarh,Chandigarh,809022,India,India,2023-01-27,,24900
1671,Croma Flagship Bhopal #1671,1671,Flagship,3294 Main Bazaar,Bhopal,Madhya Pradesh,213780,India,India,2023-11-15,,9906
2302,Croma Express Margao #2302,2302,Express,1643 Main Bazaar,Margao,Goa,825881,India,India,2024-12-17,,3918
7903,Croma High Street Vadodara #7903,7903,High Street,6233 High Street,Vadodara,Gujarat,440038,India,India,2025-01-28,,25373
4777,Croma Flagship Hyderabad #4777,4777,Flagship,6796 MG Road,Hyderabad,Telangana,802665,India,India,2019-02-19,,4486
11676,Croma Mall Rajkot #11676,11676,Mall,9408 MG Road,Rajkot,Gujarat,471688,India,India,2022-01-29,2023-08-05,16132
9838,Croma Kiosk Thiruvananthapuram #9838,9838,Kiosk,8592 Station Road,Thiruvananthapuram,Kerala,604538,India,India,2018-10-17,,6612
7987,Croma Flagship Dehradun #7987,7987,Flagship,1770 Station Road,Dehradun,Uttarakhand,759689,India,India,2025-01-15,,25049
3697,Croma Mall Warangal #3697,3697,Mall,7044 Station Road,Warangal,Telangana,450187,India,India,2024-05-27,,27507
4118,Croma Flagship Ahmedabad #4118,4118,Flagship,1218 Station Road,Ahmedabad,Gujarat,579540,India,India,2022-11-11,,9369
2924,Croma Flagship Mangaluru #2924,2924,Flagship,479 Mall Road,Mangaluru,Karnataka,764784,India,India,2023-08-07,,1662
9269,Croma Airport Vijayawada #9269,9269,Airport,8555 Mall Road,Vijayawada,Andhra Pradesh,110564,India,India,2019-06-29,,2793
3954,Croma Kiosk Mysuru #3954,3954,Kiosk,3186 Main Bazaar,Mysuru,Karnataka,139931,India,India,2022-03-22,,7118
4540,Croma Outlet Hyderabad #4540,4540,Outlet,8701 Mall Road,Hyderabad,Telangana,326729,India,India,2021-09-30,,25514
4448,Croma Express Nagpur #4448,4448,Express,7907 Station Road,Nagpur,Maharashtra,222558,India,India,2024-06-13,,24032
2234,Croma Flagship Nashik #2234,2234,Flagship,5141 Main Bazaar,Nashik,Maharashtra,694400,India,India,2024-04-25,,2431
1857,Croma Metro Panipat #1857,1857,Metro,7284 Station Road,Panipat,Haryana,560594,India,India,2023-07-10,,18759
3227,Croma Airport Rourkela #3227,3227,Airport,6627 Main Bazaar,Rourkela,Odisha,267326,India,India,2021-10-27,,5484
5518,Croma Express Chandigarh #5518,5518,Express,8065 High Street,Chandigarh,Chandigarh,536139,India,India,2024-05-09,,5624
3891,Croma Airport Lucknow #3891,3891,Airport,9203 Ring Road,Lucknow,Uttar Pradesh,394328,India,India,2018-12-19,,25848
8580,Croma Outlet Nizamabad #8580,8580,Outlet,2699 Station Road,Nizamabad,Telangana,668615,India,India,2022-11-28,,23972
3097,Croma Airport Srinagar #3097,3097,Airport,8767 MG Road,Srinagar,Jammu & Kashmir,361485,India,India,2022-03-24,,9033
5465,Croma Outlet Hyderabad #5465,5465,Outlet,8178 High Street,Hyderabad,Telangana,223825,India,India,2018-08-19,,4317
2796,Croma Mall Gaya #2796,2796,Mall,748 Ring Road,Gaya,Bihar,499609,India,India,2021-10-02,,25723
5981,Croma Airport Salem #5981,5981,Airport,3683 MG Road,Salem,Tamil Nadu,391477,India,India,2024-09-21,,29485
5384,Croma Express Dehradun #5384,5384,Express,5002 Main Bazaar,Dehradun,Uttarakhand,139110,India,India,2023-07-01,,23159
1442,Croma Mall Faridabad #1442,1442,Mall,4724 Ring Road,Faridabad,Haryana,493963,India,India,2019-01-11,,15769
6293,Croma Outlet Puducherry #6293,6293,Outlet,6123 Mall Road,Puducherry,Puducherry,386581,India,India,2018-07-27,2018-08-23,7754
9661,Croma Kiosk Surat #9661,9661,Kiosk,6623 Station Road,Surat,Gujarat,195286,India,India,2020-01-12,,16404
10941,Croma High Street Ranchi #10941,10941,High Street,5060 Station Road,Ranchi,Jharkhand,314881,India,India,2018-02-08,,28835
10794,Croma Kiosk Kanpur #10794,10794,Kiosk,8212 MG Road,Kanpur,Uttar Pradesh,557571,India,India,2021-10-15,,3060
3912,Croma Metro Vadodara #3912,3912,Metro,2904 Mall Road,Vadodara,Gujarat,627930,India,India,2018-03-16,,21452
233,Croma Mall Mysuru #233,233,Mall,5644 High Street,Mysuru,Karnataka,172758,India,India,2018-01-14,,3987
10596,Croma Metro Chennai #10596,10596,Metro,2474 Ring Road,Chennai,Tamil Nadu,301106,India,India,2020-02-14,,28044
6583,Croma High Street Panaji #6583,6583,High Street,3036 Main Bazaar,Panaji,Goa,680549,India,India,2021-11-09,,19673
512,Croma Metro Chandigarh #512,512,Metro,7366 Ring Road,Chandigarh,Chandigarh,147047,India,India,2018-05-10,,8697
7840,Croma Mall Dibrugarh #7840,7840,Mall,7452 High Street,Dibrugarh,Assam,433994,India,India,2018-07-18,,20775
9900,Croma Flagship Nashik #9900,9900,Flagship,1795 Ring Road,Nashik,Maharashtra,851606,India,India,2022-10-26,,8788
225,Croma Mall Noida #225,225,Mall,6904 MG Road,Noida,Uttar Pradesh,111577,India,India,2021-12-19,,22751
5247,Croma Mall Hubballi #5247,5247,Mall,2870 Main Bazaar,Hubballi,Karnataka,335812,India,India,2018-05-21,,29935
4241,Croma Airport Silchar #4241,4241,Airport,2856 Ring Road,Silchar,Assam,696351,India,India,2025-01-31,,22336
9136,Croma Metro Dehradun #9136,9136,Metro,1867 Main Bazaar,Dehradun,Uttarakhand,329291,India,India,2020-04-18,,2095
1844,Croma Kiosk New Delhi #1844,1844,Kiosk,3103 Station Road,New Delhi,Delhi,860781,India,India,2019-05-29,,28198
6196,Croma Express Dehradun #6196,6196,Express,7281 Mall Road,Dehradun,Uttarakhand,266180,India,India,2018-07-21,,29235
4069,Croma Express Aurangabad #4069,4069,Express,9944 Mall Road,Aurangabad,Maharashtra,264731,India,India,2022-06-08,,18495
5362,Croma Outlet Madurai #5362,5362,Outlet,341 Ring Road,Madurai,Tamil Nadu,768474,India,India,2019-01-02,,12119
4393,Croma Express Margao #4393,4393,Express,6929 MG Road,Margao,Goa,246941,India,India,2022-08-20,,26653
1647,Croma Kiosk Howrah #1647,1647,Kiosk,5224 High Street,Howrah,West Bengal,742752,India,India,2021-03-10,,10729
7298,Croma Metro Indore #7298,7298,Metro,5097 Station Road,Indore,Madhya Pradesh,352918,India,India,2018-11-09,2024-08-16,11582
5497,Croma Express Jamshedpur #5497,5497,Express,9358 Ring Road,Jamshedpur,Jharkhand,534765,India,India,2025-06-04,,29686
1103,Croma Outlet Kozhikode #1103,1103,Outlet,8405 Station Road,Kozhikode,Kerala,386388,India,India,2025-01-15,,14720
6929,Croma Outlet Warangal #6929,6929,Outlet,3523 Station Road,Warangal,Telangana,141358,India,India,2025-06-28,,19534
2629,Croma Flagship Dibrugarh #2629,2629,Flagship,9013 MG Road,Dibrugarh,Assam,690550,India,India,2020-12-30,,25896
5284,Croma Airport Gaya #5284,5284,Airport,7033 Mall Road,Gaya,Bihar,287903,India,India,2023-07-17,,20217
714,Croma Kiosk Gaya #714,714,Kiosk,5410 MG Road,Gaya,Bihar,132270,India,India,2020-03-02,,28501
2613,Croma Mall Dibrugarh #2613,2613,Mall,450 High Street,Dibrugarh,Assam,543720,India,India,2024-01-10,,26761
8159,Croma Mall Nashik #8159,8159,Mall,9754 High Street,Nashik,Maharashtra,471677,India,India,2023-05-13,,16543
